
            The dataset you will be working with is framed within <data> tags, featuring time series data structured into columns timestamp, avg_cpu_usage, max_cpu_usage, min_cpu_usage, avg_mem_usage, max_mem_usage, min_mem_usage, n. 
            
            Additionally, details regarding the EC2 instance type that was employed to generate this dataset are encapsulated within <instance> tags.

            Your task is to conduct a comprehensive analysis of the provided datasets, with a specific focus on evaluating the array of available EC2 instance types. 
            
            This analysis should aim to identify a more cost-effective EC2 instance type that could serve as an optimized solution. 
            
            In instances where the current EC2 instance type is deemed to be performing at an optimal level of efficiency, it is recommended to endorse the continuation of its use, justifying that the present EC2 instance type remains the most suited for the task.

            Please ensure to recommend a minimum of two alternative EC2 instance types. Your recommendations should be presented in a strict JSON only format, as illustrated within the <json_example_format> tags provided below.             

            <json_example_format>
            {
              "CurrentInstance": {
                "Instance": "t3.nano",
                "CostPerHour": 0.345
              },
              "SuggestedInstances": [
                {
                  "Instance": "t3.nano",
                  "Reason": "Based on the provided CPU utilization data, the t3.nano instance seems to be underutilized most of the time. The t3.micro instance offers more vCPUs and memory at a slightly higher cost, which can better handle the occasional spikes in CPU utilization.",
                  "CostDifferenceCostPerHour": {
                    "CurrentCostPerHour": 0.0052,
                    "SuggestedCostPerHour": 0.0104,
                    "DifferenceCostPerHour": 0.0052
                  }
                },
                {
                  "Instance": "t3.small",
                  "Reason": "The t3.small instance provides even more vCPUs and memory compared to the t3.micro, which can handle higher CPU utilization spikes more comfortably. However, the cost is also higher.",
                  "CostDifferencePerHour": {
                    "CurrentCostPerHour": 0.0052,
                    "SuggestedCostPerHour": 0.0208,
                    "DifferenceCostPerHour": 0.0156
                  }
                }
              ]
            }
            <json_example_format>

            <data>timestamp, avg_cpu_usage, max_cpu_usage, min_cpu_usage, avg_mem_usage, max_mem_usage, min_mem_usage, n2024-04-02 17:47:40, 13.369731940115727, 19.971258716529015, 4.904249750746347, 16.529867675203796, 17.400344176231393, 6.130925077264336
2024-01-30 16:52:34, 24.67367996167536, 51.024420843966894, 2.174254475000091, 38.05064512203961, 59.33226577483785, 8.971331046956099
2024-02-01 10:52:34, 14.393725390230957, 41.16191496069638, 1.808971516774178, 10.505238935417509, 55.26893818886632, 5.413218536787613
2024-02-12 08:52:34, 16.623694203920785, 31.351691262604394, 2.9142683163332572, 41.69305768928716, 60.870147215453855, 9.047917603536224
2024-01-18 15:52:34, 7.463850261257366, 52.88193095037124, 0.5133657996220528, 24.052927151215897, 36.006331634841224, 6.42313634608848
2024-02-06 01:47:40, 13.80122404172749, 15.679457800213726, 2.090367775249729, 14.657963526696442, 18.537300076264184, 6.52223796872227
2024-03-15 11:52:34, 21.56178205288064, 47.96842199748659, 1.11630117131365, 54.37971754461404, 79.82172430967822, 8.500950675667458
2024-03-09 21:52:34, 5.901309334271666, 34.74584472277509, 0.11245624587351721, 23.81638159741869, 42.651421765570504, 9.783943282535045
2024-03-19 23:52:34, 21.06859196038033, 30.27855220617594, 4.683344195559322, 45.00224777650335, 60.33476641885038, 6.46997672423523
2024-03-05 02:47:40, 5.156850149853524, 16.314895683080934, 2.6498382723522043, 8.797693001085227, 21.79172010320105, 8.188190362254517
2024-03-09 19:52:34, 11.370494587491596, 38.01384265667312, 4.947076887961642, 38.20899679365359, 60.82156602973795, 8.926207152149763
2024-01-10 03:47:40, 14.74347064780197, 16.692171977934976, 3.9429961461763394, 14.330409899456408, 20.760794909599944, 5.588343944076488
2024-03-31 02:47:40, 10.142627567134257, 17.512479414447796, 4.710983978216884, 21.038708109483842, 22.98132208128773, 5.672491268234517
2024-04-03 07:52:34, 32.16091799573327, 43.76361171970535, 4.205213544914504, 59.05450290469079, 74.95470060057694, 7.513001635700063
2024-02-08 07:52:34, 21.29872610576778, 47.18157174163363, 3.7241022921002984, 12.816236402296727, 67.50434151556419, 5.022704693524497
2024-02-03 08:47:40, 14.438004553389035, 17.262331265052065, 2.967281499928927, 23.236198653143823, 27.869010823526757, 6.706974304240374
2024-01-28 22:47:40, 7.296545325819833, 20.907699629603563, 2.3168416792829896, 12.516047026866703, 16.99737358732564, 6.742123636416004
2024-02-11 13:47:40, 13.402582672985453, 22.797276645577803, 3.679820980939435, 11.367847865585734, 22.274570622994965, 8.332687443693288
2024-02-02 08:52:34, 44.28045476367294, 58.923466251028806, 4.965425670011215, 29.3560883491852, 50.71056381062853, 8.314363015178097
2024-02-24 12:47:40, 18.603237315418845, 23.414746625666215, 1.303037169568866, 18.765905645993612, 19.04331744720944, 7.544047575924996
2024-01-30 10:47:40, 19.376410179584038, 23.033633455514856, 0.8295157994885453, 12.597282250641152, 20.014703815575295, 7.497610220369929
2024-04-02 09:47:40, 21.925098148990003, 22.8563885302855, 4.4519453271323846, 22.62438061621543, 28.690399333834016, 5.179599512535554
2024-03-12 17:47:40, 13.88669448662089, 19.059426442581245, 1.7605662989455908, 24.82673938725609, 26.153926745172107, 7.971559263471365
2024-02-10 19:47:40, 8.75328814115194, 24.56605107142675, 0.5960183670171914, 12.241868842245452, 24.47604681363258, 7.293493360236273
2024-03-29 04:47:40, 11.494119507173211, 16.92298126335353, 3.2632830255673926, 19.99392288514496, 28.266936859058855, 6.297467750574252
2024-02-01 04:47:40, 6.101853125958941, 18.59715211517195, 1.7773342548991462, 6.682670175052082, 22.13937883785798, 6.078170106886768
2024-03-16 08:47:40, 21.917158037865143, 24.076606835125045, 1.823798944854708, 5.849190656709428, 20.95218630350255, 5.56865493256501
2024-03-13 10:47:40, 15.586360406685703, 21.509693533967635, 0.6411229005979471, 21.63249116306798, 23.226007688379674, 9.234224409604685
2024-03-29 19:52:34, 24.44459150070037, 46.541956585002836, 2.8288152609412904, 25.209040444090242, 55.28870124049406, 5.0504125902708665
